place,1st_humidity,2nd_humidity,3rd_humidity,4th_humidity,5th_humidity,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Fenophase,sugar_percent,acid_percent,fenols_percent,Alkans_percent,latitude,longitude,EVI,Previous_stage_success,temperature_forecast-1 day,temperature_forecast-2 day,temperature_forecast-3 day,temperature_forecast-4 day,temperature_forecast-5 day,is_rain_1 day,is_rain_2 day,is_rain_3 day,is_rain_4 day,is_rain_5 day,density,output
2,80,80,80.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9227336848819698,0.72,25,23,28,29,27,0,1,1,1,0,6033,72.0
8,80,80,82.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8390558526209995,0.78,23,23,28,29,27,0,1,1,1,0,6233,41.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9173214790001926,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6913618784143836,0.55,25,23,28,29,27,0,1,1,1,0,6000,36.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5579930352562205,0.88,25,23,28,29,27,0,1,1,1,0,6000,25.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8626655406144187,0.74,25,23,24,29,27,0,1,1,1,0,6267,54.0
2,80,80,84.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9629223715227917,0.72,25,23,28,29,27,0,1,1,1,0,6033,71.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8305058015619728,0.72,25,23,28,29,27,0,1,1,1,0,6233,39.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9178965379189726,0.88,25,23,28,29,27,0,1,1,1,0,6000,60.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.895497242271663,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
5,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7943863559096654,0.88,25,23,28,29,27,0,1,1,1,0,6133,61.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6514216185934258,0.55,25,23,28,29,27,0,1,1,1,0,6000,32.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8241386857224411,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8437812170079103,0.72,25,23,28,29,27,0,1,1,1,0,6233,40.0
1,80,80,79.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5301710577723782,0.88,25,23,28,29,27,0,1,1,1,0,6000,25.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9172555361182114,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8664149994347233,0.74,25,23,24,29,27,0,1,1,1,0,6267,49.0
4,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8458930911800787,0.79,25,23,28,29,27,0,1,1,1,0,6100,36.0
10,80,80,80.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8870388003453475,0.89,25,23,28,29,27,0,1,1,1,0,6300,75.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8427516087630539,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
1,80,80,77.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8506126218903752,0.88,25,23,28,29,27,0,1,1,1,0,6000,59.0
1,80,80,76.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8413772107505276,0.88,25,23,28,29,27,0,1,1,1,0,6000,54.0
8,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8199428415731747,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
3,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8165386702745993,0.55,25,23,28,29,27,0,1,1,1,0,6067,46.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8460443172992476,0.66,25,23,28,29,27,0,1,1,1,0,6000,27.0
4,80,80,84.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8561659573231468,0.79,25,23,28,29,27,0,1,1,1,0,6100,37.0
1,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.912793646351493,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
1,80,80,80.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8757836205194002,0.88,25,23,28,29,27,0,1,1,1,0,6000,60.0
1,80,80,84.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.9227508682348181,0.88,25,23,28,29,27,0,1,1,1,0,6000,63.0
9,80,75,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8930175336480423,0.91,25,23,28,29,27,0,1,1,1,0,6267,66.0
2,80,80,81.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9304861099771523,0.72,25,23,28,29,27,0,1,1,1,0,6033,70.0
3,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.859896395076609,0.55,25,23,28,29,27,0,1,1,1,0,6067,52.0
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8165103305813307,0.79,25,23,28,29,27,0,1,1,1,0,6100,35.0
5,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8016527858076777,0.88,25,23,28,29,27,0,1,1,1,0,6133,60.0
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8163414171094098,0.79,25,23,28,29,27,0,1,1,1,0,6100,37.0
6,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.7931968348863745,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
1,80,80,82.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5524465937840443,0.88,25,23,28,29,27,0,1,1,1,0,6000,26.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7900991456678093,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8630898906326105,0.89,25,23,28,29,27,0,1,1,1,0,6300,80.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8518856040985332,0.55,25,23,28,29,27,0,1,1,1,0,6000,30.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8883848232460351,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9423742913654688,0.91,25,23,28,29,27,0,1,1,1,0,6267,65.0
2,80,80,77.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8842312047551161,0.72,25,23,28,29,27,0,1,1,1,0,6033,68.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5598811419476313,0.88,25,23,28,29,27,0,1,1,1,0,6000,23.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8033836455672946,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
9,80,75,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7440154250350905,0.91,25,23,28,29,27,0,1,1,1,0,6267,46.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9259815391734403,0.91,25,23,28,29,27,0,1,1,1,0,6267,59.0
1,80,80,76.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6295136958395551,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8601973280143039,0.84,25,23,28,29,27,0,1,1,1,0,6300,81.0
10,80,80,82.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.9076396603302085,0.89,25,23,28,29,27,0,1,1,1,0,6300,80.0
5,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7869082390423243,0.88,25,23,28,29,27,0,1,1,1,0,6133,63.0
3,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8110669462427089,0.55,25,23,28,29,27,0,1,1,1,0,6067,43.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6510005936886837,0.55,25,23,28,29,27,0,1,1,1,0,6000,33.0
10,80,80,77.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8158805095705646,0.84,25,23,28,29,27,0,1,1,1,0,6300,80.0
1,80,80,77.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6346875380784402,0.55,25,23,28,29,27,0,1,1,1,0,6000,29.0
2,80,80,78.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8973920332929275,0.72,25,23,28,29,27,0,1,1,1,0,6033,70.0
1,80,80,78.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8620011773671549,0.66,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7723077162586495,0.91,25,23,28,29,27,0,1,1,1,0,6267,49.0
1,80,80,81.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8956984859242652,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.918442155619187,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
1,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8490557096814775,0.55,25,23,28,29,27,0,1,1,1,0,6000,29.0
8,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7931110546611153,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6849987704863324,0.55,25,23,28,29,27,0,1,1,1,0,6000,33.0
10,80,80,80.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8951933560407062,0.89,25,23,28,29,27,0,1,1,1,0,6300,82.0
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9436643427936897,0.91,25,23,28,29,27,0,1,1,1,0,6267,62.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8983107325301086,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
1,80,80,81.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8900672006539565,0.66,25,23,28,29,27,0,1,1,1,0,6000,33.0
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8219404001164781,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8935402375736622,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
5,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8075631451347213,0.88,25,23,28,29,27,0,1,1,1,0,6133,60.0
1,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8802191971607701,0.55,25,23,28,29,27,0,1,1,1,0,6000,28.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7469593650562643,0.91,25,23,28,29,27,0,1,1,1,0,6267,50.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8931659438862826,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.936518287296135,0.91,25,23,28,29,27,0,1,1,1,0,6267,61.0
9,80,80,83.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9165893650719632,0.74,25,23,24,29,27,0,1,1,1,0,6267,59.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8085031156707145,0.72,25,23,28,29,27,0,1,1,1,0,6233,39.0
8,80,80,78.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8041717271411394,0.78,23,23,28,29,27,0,1,1,1,0,6233,38.0
5,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7853109703303226,0.88,25,23,28,29,27,0,1,1,1,0,6133,58.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8346362758293476,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8939020728516367,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6921914695805466,0.55,25,23,28,29,27,0,1,1,1,0,6000,36.0
4,80,80,79.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8057061537692441,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7618484756022623,0.91,25,23,28,29,27,0,1,1,1,0,6267,50.0
8,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8284734040893869,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
4,80,80,82.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8447381120416869,0.79,25,23,28,29,27,0,1,1,1,0,6100,35.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7676529372316138,0.91,25,23,28,29,27,0,1,1,1,0,6267,51.0
9,80,80,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9029616990747952,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
6,80,80,84.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8396510266875847,0.6,25,23,28,29,27,0,1,1,1,0,6167,27.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8369234404203151,0.74,25,23,24,29,27,0,1,1,1,0,6267,51.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8523953536858021,0.72,25,23,28,29,27,0,1,1,1,0,6233,42.0
7,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.771931266075179,0.8,25,23,28,29,27,0,1,1,1,0,6200,76.0
8,80,80,82.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8434458726491308,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8600241825869354,0.84,25,23,28,29,27,0,1,1,1,0,6300,81.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.8660825611238321,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
1,80,80,83.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.9129009960858496,0.55,25,23,28,29,27,0,1,1,1,0,6000,31.0
4,80,80,76.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7800583926944412,0.79,25,23,28,29,27,0,1,1,1,0,6100,29.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8559487773825932,0.74,25,23,24,29,27,0,1,1,1,0,6267,50.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8556858876812106,0.84,25,23,28,29,27,0,1,1,1,0,6300,78.0
1,80,80,79.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6502017891632801,0.55,25,23,28,29,27,0,1,1,1,0,6000,33.0
10,80,80,81.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8593820871020579,0.84,25,23,28,29,27,0,1,1,1,0,6300,80.0
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7809770358595106,0.72,25,23,28,29,27,0,1,1,1,0,6233,38.0
9,80,80,77.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8750977626738359,0.91,25,23,28,29,27,0,1,1,1,0,6267,55.0
5,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7797947954576936,0.88,25,23,28,29,27,0,1,1,1,0,6133,55.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8235891099028607,0.84,25,23,28,29,27,0,1,1,1,0,6300,74.0
2,80,80,80.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.91625849255365,0.72,25,23,28,29,27,0,1,1,1,0,6033,70.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9329437116584651,0.91,25,23,28,29,27,0,1,1,1,0,6267,58.0
6,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8324431070343121,0.6,25,23,28,29,27,0,1,1,1,0,6167,28.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9095127826650137,0.66,25,23,28,29,27,0,1,1,1,0,6000,33.0
1,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,95,95,95,95,44.54237775,38.0857397471577,0.8533261327162601,0.55,25,23,28,29,27,0,1,1,1,0,6000,27.0
3,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8449977969396038,0.55,25,23,28,29,27,0,1,1,1,0,6067,53.0
3,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,88,59,95,95,44.54237775,38.0857397471577,0.8244499858094755,0.55,25,23,28,29,27,0,1,1,1,0,6067,47.0
10,80,80,78.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.86903799168338,0.89,25,23,28,29,27,0,1,1,1,0,6300,77.0
7,80,80,80.0,80,80,25,25,25,25,25,ягода с горошину,93,94,8,95,44.5471755282655,38.0872397471577,0.8002837585209509,0.8,25,23,28,29,27,0,1,1,1,0,6200,83.0
4,80,80,77.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7845849400273288,0.79,25,23,28,29,27,0,1,1,1,0,6100,33.0
9,80,75,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.748299423378682,0.91,25,23,28,29,27,0,1,1,1,0,6267,52.0
2,80,80,83.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.9600547908402549,0.72,25,23,28,29,27,0,1,1,1,0,6033,72.0
4,80,80,80.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.8172215359979961,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
9,80,80,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9050301738639863,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
8,80,80,76.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.7801945066896048,0.72,25,23,28,33,27,0,1,1,1,0,6233,40.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8870133769823094,0.91,25,23,28,29,27,0,1,1,1,0,6267,56.0
6,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,95,95,44.5471755282655,38.0863974715767,0.8293033948785745,0.6,25,23,28,29,27,0,1,1,1,0,6167,28.0
5,80,80,77.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.7828349026889522,0.88,25,23,28,29,27,0,1,1,1,0,6133,61.0
9,80,75,79.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9320217443162637,0.91,25,23,28,29,27,0,1,1,1,0,6267,64.0
2,80,80,76.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8753184433397642,0.72,25,23,28,29,27,0,1,1,1,0,6033,67.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.7683318320886329,0.91,25,23,28,29,27,0,1,1,1,0,6267,53.0
10,80,80,76.0,80,80,25,25,25,25,25,размягчение,88,69,75,93,44.5471755282655,38.0952397471577,0.8473708784986332,0.89,25,23,28,29,27,0,1,1,1,0,6300,76.0
1,80,80,83.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.5572589158655533,0.88,25,23,28,29,27,0,1,1,1,0,6000,26.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9085871315388651,0.66,25,23,28,29,27,0,1,1,1,0,6000,30.0
1,80,80,82.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.9053213125706084,0.66,25,23,28,29,27,0,1,1,1,0,6000,31.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8022358536490717,0.72,25,23,28,33,27,0,1,1,1,0,6233,39.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.847653451894189,0.72,25,23,28,29,27,0,1,1,1,0,6233,43.0
9,80,75,80.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9440418244648953,0.91,25,23,28,29,27,0,1,1,1,0,6267,64.0
8,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8096522649270942,0.72,25,23,28,29,27,0,1,1,1,0,6233,39.0
5,80,80,81.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8201517267360429,0.88,25,23,28,29,27,0,1,1,1,0,6133,63.0
1,80,80,76.0,80,80,25,25,25,25,25,цветение,95,95,95,95,44.54237775,38.0857397471577,0.8370860120533129,0.88,25,23,28,29,27,0,1,1,1,0,6000,58.0
8,80,80,77.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.7907227919632616,0.78,23,23,28,29,27,0,1,1,1,0,6233,39.0
9,80,80,82.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9013218313589832,0.74,25,23,24,29,27,0,1,1,1,0,6267,53.0
9,80,80,78.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.88671870639317,0.91,25,23,28,29,27,0,1,1,1,0,6267,57.0
9,80,80,81.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.9189188296769163,0.91,25,23,28,29,27,0,1,1,1,0,6267,60.0
5,80,80,79.0,80,80,25,25,25,25,25,ягода с горошину,88,85,95,88,44.54237775,38.0859397471577,0.8006933108286655,0.88,25,23,28,29,27,0,1,1,1,0,6133,56.0
1,80,80,83.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6834171814007513,0.55,25,23,28,29,27,0,1,1,1,0,6000,35.0
1,80,80,84.0,80,80,25,25,25,25,25,размягчение,95,95,95,95,44.54237775,38.0857397471577,0.6898594101957786,0.55,25,23,28,29,27,0,1,1,1,0,6000,34.0
8,80,80,83.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8514523077263556,0.72,25,23,28,33,27,0,1,1,1,0,6233,40.0
8,80,80,78.0,80,80,25,25,25,25,25,ягода с горошину,95,88,88,95,44.5471755282655,38.0882397471577,0.8011908395648749,0.72,25,23,28,29,27,0,1,1,1,0,6233,41.0
4,80,80,78.0,80,80,25,25,25,25,25,смыкание грозди,78,99,95,95,44.54237775,38.0857397471577,0.7949213552617788,0.79,25,23,28,29,27,0,1,1,1,0,6100,34.0
8,80,80,80.0,80,80,25,25,25,25,25,цветение,95,88,88,95,44.5471755282655,38.0882397471577,0.8179036612769002,0.78,23,23,28,29,27,0,1,1,1,0,6233,42.0
9,80,80,76.0,80,80,25,25,25,25,25,размягчение,59,68,79,95,44.5471755282655,38.0893974715767,0.8651674077260924,0.91,25,23,28,29,27,0,1,1,1,0,6267,54.0
2,80,80,76.0,80,80,25,25,25,25,25,цветение,88,84,25,55,44.54237775,38.0857397471577,0.8763744641434127,0.72,25,23,28,29,27,0,1,1,1,0,6033,67.0
